START LOG
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
START LOG
Loading pattern: admin with ID 1

Loading pattern: password with ID 2

Loading pattern: /etc/passwd with ID 3

Loading pattern: eval( with ID 4

Loading pattern: SELECT * with ID 5

Loading pattern: MATCH with ID 6

LOADED PATTERNS -- Total Trie States: 6
DEBUG: Trie loaded with 43 states
DEBUG: Transition for 'M' (0x4d) from root 38
START LOG
Loading pattern: admin with ID 1

Loading pattern: password with ID 2

Loading pattern: /etc/passwd with ID 3

Loading pattern: eval( with ID 4

Loading pattern: SELECT * with ID 5

Loading pattern: MATCH with ID 6

LOADED PATTERNS -- Total Trie States: 6
DEBUG: Trie loaded with 43 states
DEBUG: Transition for 'M' (0x4d) from root 38
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
START LOG
Loading pattern: admin with ID 1

Loading pattern: password with ID 2

Loading pattern: /etc/passwd with ID 3

Loading pattern: eval( with ID 4

Loading pattern: SELECT * with ID 5

Loading pattern: MATCH with ID 6

LOADED PATTERNS -- Total Trie States: 6
DEBUG: Trie loaded with 43 states
DEBUG: Transition for 'M' (0x4d) from root 38
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
START LOG
Loading pattern: admin with ID 1

Loading pattern: password with ID 2

Loading pattern: /etc/passwd with ID 3

Loading pattern: eval( with ID 4

Loading pattern: SELECT * with ID 5

Loading pattern: MATCH with ID 6

LOADED PATTERNS -- Total Trie States: 6
DEBUG: Trie loaded with 43 states
DEBUG: Transition for 'M' (0x4d) from root 38
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 16 | State: 0
[SAMPLE] Pkt Len: 0 | Data[0]: 47 | State: 0
[SAMPLE] Pkt Len: 500 | Data[0]: 47 | State: 0
